==========Continuous Reception Mode Start==========
HDOK	PLOK	17472	33	33	-95	7	8	2	19	-95 -95 -95 -95 -95 -95 -100 -95 -99 -98 -95 -99 -94 -95 -99 -99 -94 -96 -95 
HDOK	PLOK	17472	34	34	-95	8	8	2	19	-95 -95 -93 -93 -94 -95 -99 -94 -98 -97 -95 -97 -93 -93 -98 -95 -93 -93 -94 
HDOK	PLOK	17472	35	35	-94	7	8	2	19	-94 -95 -98 -99 -98 -95 -93 -94 -94 -94 -95 -94 -99 -95 -93 -100 -93 -98 -95 
HDOK	PLOK	17472	36	36	-91	8	8	2	19	-92 -99 -94 -93 -95 -92 -93 -92 -92 -97 -91 -95 -92 -91 -95 -91 -91 -91 -90 
HDOK	PLOK	17472	37	37	-95	8	8	2	19	-95 -97 -99 -98 -99 -95 -94 -94 -94 -95 -95 -95 -97 -95 -95 -99 -94 -98 -94 
HDOK	PLOK	17472	38	38	-95	7	8	2	19	-95 -96 -95 -95 -95 -96 -100 -95 -97 -98 -95 -96 -95 -95 -97 -95 -95 -95 -95 
HDOK	PLOK	17472	39	39	-95	7	8	2	19	-95 -100 -95 -95 -98 -95 -96 -95 -95 -100 -95 -100 -95 -95 -99 -95 -95 -95 -95 
HDOK	PLOK	17472	40	40	-95	7	8	2	19	-95 -100 -97 -95 -99 -95 -94 -95 -93 -97 -95 -96 -96 -95 -95 -96 -93 -95 -95 
HDOK	PLOK	17472	41	41	-95	7	8	2	19	-95 -96 -95 -94 -95 -95 -99 -95 -99 -99 -95 -99 -95 -95 -100 -99 -94 -94 -95 
HDOK	PLOK	17472	42	42	-95	8	8	2	19	-95 -99 -98 -95 -99 -95 -94 -94 -99 -97 -95 -98 -95 -95 -96 -95 -96 -95 -95 
HDOK	PLOK	17472	43	43	-96	7	8	2	19	-95 -100 -96 -95 -99 -95 -95 -95 -96 -99 -95 -99 -96 -95 -98 -96 -95 -96 -97 
HDOK	PLOK	17472	44	44	-95	7	8	2	19	-95 -100 -96 -95 -99 -94 -94 -94 -95 -99 -94 -99 -95 -95 -97 -95 -94 -95 -95 
HDOK	PLOK	17472	45	45	-93	7	8	2	19	-92 -95 -94 -94 -97 -92 -92 -92 -93 -94 -92 -93 -93 -93 -85 -94 -95 -94 -92 
HDOK	PLOK	17472	46	46	-94	7	8	2	19	-93 -94 -99 -99 -97 -95 -93 -93 -93 -94 -95 -93 -99 -94 -93 -99 -93 -97 -95 
HDOK	PLOK	17472	47	47	-95	7	8	2	19	-95 -95 -100 -99 -98 -96 -94 -95 -94 -95 -96 -95 -99 -95 -95 -100 -94 -98 -97 
HDOK	PLOK	17472	48	48	-95	7	8	2	19	-94 -94 -93 -94 -94 -94 -99 -94 -95 -95 -94 -95 -94 -94 -95 -93 -94 -97 -98 
HDOK	PLOK	17472	49	49	-95	7	8	2	19	-95 -97 -98 -97 -100 -95 -94 -95 -95 -96 -95 -95 -96 -95 -95 -97 -95 -96 -94 
HDOK	PLOK	17472	50	50	-95	7	8	2	19	-95 -97 -95 -95 -96 -95 -99 -97 -100 -100 -95 -100 -95 -95 -101 -102 -95 -95 -95 
HDOK	PLOK	17472	51	51	-99	7	8	2	19	-99 -99 -99 -99 -98 -98 -103 -98 -100 -99 -99 -99 -100 -100 -100 -99 -98 -98 -101 
HDOK	PLOK	17472	52	52	-93	7	8	2	19	-93 -95 -99 -95 -99 -94 -93 -93 -93 -94 -93 -94 -95 -94 -93 -97 -93 -95 -99 
HDOK	PLOK	17472	53	53	-99	7	8	2	19	-99 -103 -98 -99 -103 -98 -98 -98 -98 -103 -97 -101 -98 -98 -100 -98 -98 -97 -97 
HDOK	PLOK	17472	54	54	-99	7	8	2	19	-102 -101 -101 -101 -101 -103 -105 -99 -103 -101 -99 -101 -99 -99 -100 -99 -98 -101 -98 
HDOK	PLOK	17472	55	55	-98	7	8	2	19	-99 -103 -106 -107 -110 -112 -113 -110 -107 -105 -103 -100 -103 -101 -99 -101 -97 -99 -95 
HDOK	PLOK	17472	56	56	-99	7	8	2	19	-96 -100 -98 -97 -100 -95 -96 -97 -97 -101 -97 -101 -99 -99 -101 -99 -99 -99 -100 
HDOK	PLOK	17472	57	57	-91	7	8	2	19	-90 -91 -90 -89 -90 -90 -94 -91 -95 -95 -90 -95 -90 -90 -95 -94 -90 -91 -91 
HDOK	PLOK	17472	58	58	-99	7	8	2	19	-95 -95 -98 -101 -97 -99 -96 -97 -97 -97 -100 -97 -103 -100 -98 -105 -98 -105 -98 
HDOK	PLOK	17472	59	59	-90	8	8	2	19	-89 -89 -92 -94 -92 -91 -89 -89 -89 -89 -91 -89 -94 -90 -89 -94 -89 -93 -89 
HDOK	PLOK	17472	60	60	-90	8	8	2	19	-89 -89 -92 -94 -89 -93 -89 -89 -89 -89 -93 -89 -94 -87 -88 -93 -89 -94 -89 
HDOK	PLOK	17472	61	61	-90	7	8	2	19	-90 -90 -89 -89 -89 -93 -95 -89 -93 -92 -89 -92 -89 -89 -93 -90 -89 -91 -89 
HDOK	PLOK	17472	62	62	-88	7	8	2	19	-87 -91 -89 -88 -91 -87 -87 -87 -89 -91 -87 -91 -88 -88 -89 -88 -88 -88 -93 
HDOK	PLOK	17472	63	63	-88	8	8	2	19	-89 -91 -94 -90 -93 -89 -87 -87 -95 -89 -88 -89 -89 -89 -89 -91 -89 -90 -93 
HDOK	PLFL	17472	64	63	-86	3	8	2	19	-86 -91 -87 -86 -88 -85 -87 -88 -88 -91 -85 -91 -86 -86 -91 -86 -85 -86 -86 
HDOK	PLOK	17472	65	64	-94	7	8	2	19	-95 -95 -94 -93 -93 -94 -99 -93 -95 -94 -93 -94 -94 -93 -94 -92 -93 -97 -97 
HDOK	PLOK	17472	66	65	-98	7	8	2	19	-93 -94 -97 -99 -94 -99 -95 -95 -95 -95 -100 -95 -100 -99 -96 -100 -96 -101 -97 
HDOK	PLOK	17472	67	66	-91	8	8	2	19	-92 -95 -95 -92 -95 -91 -91 -90 -93 -94 -91 -94 -91 -90 -92 -92 -93 -91 -91 
HDOK	PLOK	17472	68	67	-94	7	8	2	19	-94 -99 -95 -93 -96 -94 -96 -97 -97 -100 -94 -99 -94 -94 -99 -95 -94 -95 -96 
HDOK	PLOK	17472	69	68	-98	7	8	2	19	-98 -99 -98 -97 -98 -98 -101 -97 -101 -101 -97 -101 -97 -97 -101 -101 -96 -97 -97 
HDOK	PLOK	17472	70	69	-95	8	8	2	19	-94 -97 -100 -97 -99 -95 -93 -95 -95 -95 -95 -95 -97 -96 -94 -98 -95 -98 -94 
HDOK	PLOK	17472	71	70	-95	7	8	2	19	-95 -96 -95 -95 -95 -95 -99 -95 -100 -100 -95 -99 -95 -95 -100 -97 -95 -95 -95 
HDOK	PLOK	17472	72	71	-95	7	8	2	19	-95 -99 -95 -95 -97 -93 -95 -94 -95 -99 -93 -99 -93 -94 -99 -96 -94 -93 -95 
HDOK	PLOK	17472	73	72	-90	7	8	2	19	-91 -95 -93 -92 -95 -90 -90 -89 -94 -91 -90 -92 -91 -90 -91 -92 -94 -91 -89 
HDOK	PLOK	17472	74	73	-96	7	8	2	19	-95 -100 -97 -96 -99 -95 -95 -95 -96 -99 -96 -100 -96 -96 -98 -96 -96 -96 -95 
HDOK	PLOK	17472	75	74	-95	7	8	2	19	-93 -95 -94 -94 -94 -95 -99 -94 -96 -95 -94 -95 -95 -69 -96 -94 -95 -94 -95 
HDOK	PLOK	17472	76	75	-94	7	8	2	19	-94 -99 -95 -94 -97 -93 -94 -93 -94 -97 -93 -97 -94 -93 -97 -94 -93 -94 -99 
HDOK	PLOK	17472	77	76	-92	8	8	2	19	-91 -95 -94 -93 -97 -92 -91 -91 -93 -93 -92 -93 -93 -92 -92 -94 -93 -94 -98 
HDOK	PLOK	17472	78	77	-89	8	8	2	19	-89 -89 -87 -88 -88 -88 -93 -87 -89 -89 -88 -89 -89 -97 -89 -88 -88 -85 -93 
HDOK	PLOK	17472	79	78	-92	8	8	2	19	-90 -95 -92 -91 -94 -90 -90 -90 -91 -94 -90 -94 -91 -91 -93 -91 -90 -91 -90 
HDOK	PLOK	17472	80	79	-90	7	8	2	19	-89 -89 -92 -94 -89 -96 -89 -89 -89 -89 -93 -89 -94 -91 -89 -94 -89 -95 -89 
