==========Continuous Reception Mode Start==========
HDOK	PLOK	17472	24	24	-75	8	8	2	19	-74 -76 -73 -73 -74 -73 -76 -75 -77 -79 -73 -79 -73 -73 -79 -80 -73 -73 -73 
HDOK	PLOK	17472	25	25	-75	8	8	2	19	-74 -74 -73 -73 -73 -73 -77 -72 -75 -74 -73 -75 -73 -80 -75 -72 -73 -76 -73 
HDOK	PLOK	17472	26	26	-75	8	8	2	19	-74 -75 -77 -76 -77 -74 -72 -73 -73 -73 -74 -73 -76 -74 -73 -77 -73 -77 -79 
HDOK	PLOK	17472	27	27	-75	8	8	2	19	-73 -73 -76 -79 -74 -76 -73 -74 -73 -73 -76 -73 -79 -76 -72 -77 -73 -77 -73 
HDOK	PLOK	17472	28	28	-75	8	8	2	19	-73 -79 -76 -73 -76 -72 -74 -73 -73 -77 -72 -77 -73 -72 -76 -73 -73 -73 -73 
HDOK	PLOK	17472	29	29	-75	8	8	2	19	-73 -77 -77 -75 -79 -73 -73 -73 -76 -75 -73 -75 -75 -74 -75 -76 -71 -75 -73 
HDOK	PLOK	17472	30	30	-75	8	8	2	19	-74 -77 -79 -75 -79 -73 -73 -73 -77 -76 -73 -76 -75 -74 -75 -75 -77 -74 -74 
HDOK	PLOK	17472	31	31	-75	7	8	2	19	-75 -74 -77 -79 -75 -76 -73 -74 -73 -73 -76 -73 -79 -73 -73 -79 -73 -79 -75 
HDOK	PLOK	17472	32	32	-76	8	8	2	19	-74 -75 -74 -74 -75 -74 -79 -74 -79 -79 -74 -79 -74 -74 -79 -76 -74 -75 -74 
HDOK	PLOK	17472	33	33	-75	8	8	2	19	-72 -73 -71 -72 -71 -73 -77 -71 -74 -74 -72 -74 -73 -79 -75 -73 -73 -73 -79 
HDOK	PLOK	17472	34	34	-79	8	8	2	19	-76 -82 -79 -76 -79 -76 -77 -77 -77 -81 -76 -81 -77 -77 -81 -77 -77 -77 -77 
HDOK	PLOK	17472	35	35	-78	8	8	2	19	-75 -76 -75 -75 -75 -79 -82 -75 -79 -78 -76 -78 -76 -77 -80 -77 -76 -76 -76 
HDOK	PLOK	17472	36	36	-75	8	8	2	19	-75 -84 -75 -73 -75 -73 -76 -70 -77 -79 -73 -79 -73 -73 -79 -74 -72 -73 -75 
HDOK	PLOK	17472	37	37	-74	8	8	2	19	-72 -72 -76 -76 -75 -74 -71 -71 -71 -72 -74 -72 -77 -72 -71 -77 -71 -77 -75 
HDOK	PLOK	17472	38	38	-74	8	8	2	19	-72 -73 -76 -77 -75 -74 -72 -72 -72 -72 -74 -72 -77 -73 -72 -77 -72 -77 -74 
HDOK	PLOK	17472	39	39	-74	8	8	2	19	-73 -75 -72 -72 -74 -72 -76 -74 -77 -77 -72 -77 -72 -72 -79 -75 -72 -72 -75 
HDOK	PLOK	17472	40	40	-74	8	8	2	19	-73 -74 -73 -72 -73 -73 -77 -72 -77 -76 -73 -76 -72 -72 -77 -76 -72 -74 -77 
HDOK	PLOK	17472	41	41	-75	8	8	2	19	-74 -77 -74 -73 -75 -72 -74 -75 -76 -79 -72 -79 -73 -73 -77 -73 -72 -72 -74 
HDOK	PLOK	17472	42	42	-75	8	8	2	19	-73 -73 -77 -79 -73 -76 -72 -73 -73 -72 -76 -72 -79 -75 -72 -77 -72 -79 -74 
HDOK	PLOK	17472	43	43	-75	8	8	2	19	-73 -77 -76 -74 -79 -73 -73 -72 -76 -75 -73 -75 -74 -73 -74 -75 -77 -74 -73 
HDOK	PLOK	17472	44	44	-75	8	8	2	19	-73 -77 -74 -74 -77 -73 -73 -73 -73 -77 -73 -77 -74 -73 -76 -74 -73 -74 -76 
HDOK	PLOK	17472	45	45	-75	8	8	2	19	-74 -74 -79 -77 -77 -75 -72 -73 -73 -73 -75 -73 -77 -74 -73 -79 -73 -77 -72 
HDOK	PLOK	17472	46	46	-75	8	8	2	19	-74 -73 -79 -79 -75 -76 -72 -73 -73 -73 -76 -73 -79 -73 -72 -79 -73 -79 -73 
HDOK	PLOK	17472	47	47	-75	8	8	2	19	-73 -74 -73 -72 -73 -73 -77 -73 -77 -77 -73 -77 -72 -72 -79 -77 -73 -73 -76 
HDOK	PLOK	17472	48	48	-74	8	8	2	19	-73 -73 -79 -79 -74 -76 -72 -73 -73 -72 -75 -72 -79 -73 -72 -79 -72 -79 -76 
HDOK	PLOK	17472	49	49	-74	8	8	2	19	-73 -79 -75 -74 -76 -73 -74 -73 -73 -77 -73 -77 -74 -73 -77 -73 -72 -73 -77 
HDOK	PLOK	17472	50	50	-74	8	8	2	19	-73 -76 -75 -75 -79 -73 -72 -73 -75 -75 -73 -74 -75 -74 -74 -76 -75 -75 -77 
HDOK	PLOK	17472	51	51	-75	8	8	2	19	-74 -75 -79 -77 -79 -75 -73 -73 -73 -74 -74 -74 -77 -75 -74 -77 -73 -76 -75 
HDOK	PLOK	17472	52	52	-75	7	8	2	19	-73 -75 -73 -72 -73 -73 -76 -73 -77 -77 -73 -77 -72 -72 -79 -75 -72 -73 -75 
HDOK	PLOK	17472	53	53	-74	8	8	2	19	-72 -73 -72 -72 -72 -77 -79 -72 -75 -74 -72 -74 -72 -72 -75 -72 -72 -75 -72 
HDOK	PLOK	17472	54	54	-74	8	8	2	19	-73 -73 -72 -72 -72 -70 -77 -72 -75 -74 -72 -74 -72 -72 -75 -73 -72 -71 -77 
HDOK	PLFL	17472	55	54	-74	4	8	2	19	-73 -79 -74 -73 -76 -73 -74 -74 -76 -77 -72 -77 -73 -73 -77 -73 -72 -73 -74 
HDOK	PLOK	17472	56	55	-75	8	8	2	19	-73 -74 -72 -72 -73 -75 -77 -73 -76 -75 -71 -75 -73 -73 -76 -73 -72 -73 -73 
HDOK	PLOK	17472	57	56	-75	8	8	2	19	-73 -74 -79 -77 -76 -75 -73 -73 -73 -73 -74 -73 -77 -74 -73 -79 -73 -77 -73 
HDOK	PLOK	17472	58	57	-75	8	8	2	19	-73 -74 -77 -76 -77 -73 -72 -72 -72 -73 -73 -73 -75 -74 -73 -76 -79 -75 -72 
HDOK	PLOK	17472	59	58	-75	8	8	2	19	-73 -75 -79 -76 -77 -73 -72 -72 -73 -74 -73 -74 -75 -74 -74 -76 -74 -75 -73 
HDOK	PLOK	17472	60	59	-75	8	8	2	19	-73 -74 -73 -73 -73 -76 -79 -73 -76 -75 -72 -75 -73 -74 -76 -73 -73 -76 -73 
HDOK	PLOK	17472	61	60	-74	8	8	2	19	-72 -76 -75 -72 -76 -71 -72 -71 -73 -76 -71 -76 -72 -72 -75 -73 -73 -72 -73 
HDOK	PLOK	17472	62	61	-76	8	8	2	19	-75 -79 -77 -76 -77 -75 -77 -79 -79 -81 -75 -81 -75 -75 -81 -75 -74 -75 -74 
HDOK	PLOK	17472	63	62	-75	8	8	2	19	-74 -76 -74 -73 -74 -74 -77 -74 -79 -77 -73 -79 -73 -73 -79 -76 -73 -73 -75 
HDOK	PLOK	17472	64	63	-78	8	8	2	19	-77 -82 -79 -77 -79 -76 -78 -79 -80 -82 -77 -82 -77 -77 -81 -77 -77 -77 -77 
HDOK	PLOK	17472	65	64	-77	8	8	2	19	-76 -81 -77 -76 -77 -75 -77 -76 -77 -81 -76 -81 -75 -76 -81 -76 -76 -76 -81 
HDOK	PLOK	17472	66	65	-79	8	8	2	19	-79 -78 -78 -78 -78 -79 -83 -78 -82 -82 -80 -82 -78 -78 -83 -81 -78 -80 -80 
HDOK	PLOK	17472	67	66	-74	8	8	2	19	-73 -74 -72 -72 -73 -77 -77 -72 -76 -76 -74 -76 -72 -72 -77 -77 -72 -72 -73 
HDOK	PLOK	17472	68	67	-75	8	8	2	19	-76 -75 -73 -72 -73 -72 -76 -73 -77 -77 -72 -77 -72 -72 -77 -76 -72 -73 -76 
HDOK	PLOK	17472	69	68	-74	8	8	2	19	-74 -77 -77 -74 -77 -73 -73 -72 -76 -75 -73 -75 -74 -73 -74 -74 -71 -74 -77 
HDOK	PLOK	17472	70	69	-75	8	8	2	19	-73 -74 -72 -73 -72 -73 -79 -72 -75 -74 -72 -74 -73 -80 -75 -72 -73 -77 -76 
HDOK	PLOK	17472	71	70	-74	8	8	2	19	-74 -77 -77 -74 -77 -73 -73 -72 -73 -75 -73 -75 -74 -73 -74 -74 -76 -74 -76 
HDOK	PLOK	17472	72	71	-75	8	8	2	19	-73 -74 -73 -72 -72 -74 -77 -72 -77 -75 -73 -76 -72 -72 -76 -72 -72 -74 -73 
HDOK	PLOK	17472	73	72	-74	7	8	2	19	-73 -77 -76 -74 -77 -72 -73 -72 -70 -76 -72 -76 -73 -73 -75 -74 -75 -74 -72 
HDOK	PLOK	17472	74	73	-74	8	8	2	19	-73 -74 -72 -72 -73 -73 -77 -72 -77 -76 -73 -76 -72 -72 -77 -71 -72 -73 -72 
HDOK	PLOK	17472	75	74	-75	8	8	2	19	-73 -77 -73 -73 -75 -72 -74 -75 -76 -77 -72 -77 -73 -72 -77 -73 -72 -72 -76 
HDOK	PLOK	17472	76	75	-74	8	8	2	19	-73 -76 -76 -75 -79 -72 -72 -72 -75 -75 -73 -74 -74 -73 -74 -75 -76 -74 -72 
HDOK	PLOK	17472	77	76	-74	8	8	2	19	-73 -74 -72 -73 -72 -73 -77 -72 -74 -74 -72 -74 -74 -74 -74 -72 -73 -77 -74 
HDOK	PLOK	17472	78	77	-75	7	8	2	19	-73 -73 -73 -72 -72 -73 -77 -72 -75 -74 -72 -74 -73 -79 -75 -72 -73 -72 -77 
HDOK	PLOK	17472	79	78	-74	8	8	2	19	-73 -77 -74 -73 -75 -72 -74 -79 -74 -77 -72 -77 -73 -72 -77 -73 -72 -72 -77 
HDOK	PLOK	17472	80	79	-75	8	8	2	19	-75 -77 -74 -73 -75 -73 -76 -71 -77 -79 -74 -79 -73 -73 -79 -75 -73 -74 -73 
