==========Continuous Reception Mode Start==========
HDOK	PLOK	17472	17	17	-71	9	11	2	33	-71 -71 -76 -73 -74 -79 -75 -71 -82 -71 -71 -71 -72 -71 -71 -71 -72 -73 -71 -72 -71 -72 -71 -81 -71 -70 -70 -70 -70 -69 -71 -69 -69 
HDOK	PLOK	17472	18	18	-73	10	11	2	33	-82 -74 -77 -73 -73 -80 -76 -73 -83 -71 -71 -72 -75 -72 -73 -74 -76 -77 -75 -75 -72 -73 -72 -81 -71 -71 -71 -76 -73 -72 -71 -71 -72 
HDOK	PLOK	17472	19	19	-74	10	11	2	33	-72 -72 -75 -71 -66 -78 -75 -71 -85 -71 -71 -72 -75 -72 -72 -72 -73 -73 -72 -73 -71 -72 -72 -81 -71 -71 -71 -76 -75 -72 -71 -71 -71 
HDOK	PLOK	17472	20	20	-72	10	11	2	33	-81 -71 -73 -71 -73 -81 -74 -71 -74 -71 -71 -73 -71 -71 -72 -72 -72 -74 -83 -72 -71 -73 -71 -79 -71 -71 -71 -72 -73 -71 -71 -77 -71 
HDOK	PLOK	17472	21	21	-72	10	11	2	33	-71 -71 -73 -71 -71 -79 -74 -71 -77 -71 -71 -72 -72 -71 -71 -71 -72 -73 -73 -72 -71 -72 -71 -81 -71 -71 -72 -72 -72 -71 -73 -71 -71 
HDOK	PLOK	17472	22	22	-73	9	11	2	33	-81 -71 -73 -71 -65 -81 -74 -71 -75 -72 -71 -73 -72 -72 -72 -72 -73 -74 -75 -73 -72 -73 -72 -82 -72 -72 -72 -75 -74 -72 -71 -80 -74 
HDOK	PLOK	17472	23	23	-75	9	11	2	33	-73 -73 -75 -73 -74 -80 -76 -73 -82 -73 -73 -74 -75 -74 -74 -74 -75 -75 -74 -75 -74 -74 -74 -82 -74 -73 -73 -77 -76 -74 -73 -75 -74 
HDOK	PLOK	17472	24	24	-74	9	11	2	33	-83 -75 -77 -76 -81 -85 -78 -76 -77 -77 -75 -76 -75 -75 -74 -75 -75 -76 -87 -74 -73 -75 -73 -81 -72 -72 -72 -73 -74 -73 -74 -74 -74 
HDOK	PLOK	17472	25	25	-74	10	11	2	33	-73 -72 -75 -71 -71 -77 -76 -74 -79 -74 -73 -72 -77 -71 -71 -71 -73 -74 -74 -75 -74 -74 -74 -81 -71 -72 -71 -74 -76 -74 -74 -75 -74 
HDOK	PLOK	17472	26	26	-74	8	11	2	33	-81 -72 -74 -72 -77 -81 -75 -74 -75 -74 -74 -76 -75 -75 -77 -78 -79 -81 -89 -75 -73 -73 -71 -77 -70 -69 -69 -71 -71 -69 -70 -70 -73 
HDOK	PLOK	17472	27	27	-74	10	11	2	33	-71 -71 -72 -70 -71 -79 -73 -71 -75 -70 -70 -71 -71 -71 -71 -71 -71 -73 -74 -71 -70 -71 -71 -79 -71 -71 -70 -73 -71 -71 -71 -79 -70 
HDOK	PLOK	17472	28	28	-73	10	11	2	33	-79 -70 -72 -69 -71 -70 -72 -70 -73 -70 -70 -71 -71 -70 -70 -71 -71 -72 -76 -71 -70 -71 -70 -79 -70 -70 -70 -73 -71 -70 -70 -69 -72 
HDOK	PLOK	17472	29	29	-73	11	11	2	33	-70 -70 -73 -70 -71 -70 -72 -70 -72 -70 -70 -71 -71 -70 -71 -71 -71 -73 -82 -71 -70 -71 -70 -77 -70 -70 -70 -72 -72 -70 -71 -77 -70 
HDOK	PLOK	17472	30	30	-74	11	11	2	33	-79 -71 -74 -70 -70 -70 -73 -70 -81 -70 -70 -71 -71 -71 -70 -71 -71 -72 -72 -71 -70 -71 -70 -81 -70 -70 -71 -71 -72 -70 -70 -71 -70 
HDOK	PLOK	17472	31	31	-73	11	11	2	33	-71 -71 -73 -71 -80 -71 -73 -71 -72 -71 -71 -73 -71 -71 -72 -72 -72 -75 -74 -71 -71 -73 -71 -76 -70 -70 -70 -70 -71 -70 -70 -77 -70 
HDOK	PLOK	17472	32	32	-76	9	11	2	33	-81 -71 -73 -71 -77 -71 -72 -71 -71 -71 -71 -73 -71 -72 -73 -73 -73 -76 -77 -74 -74 -75 -73 -81 -73 -72 -73 -75 -74 -73 -72 -74 -77 
HDOK	PLOK	17472	33	33	-74	10	11	2	33	-72 -72 -76 -72 -72 -72 -76 -72 -78 -73 -72 -73 -77 -72 -72 -72 -74 -73 -73 -73 -72 -72 -72 -81 -72 -71 -72 -76 -74 -72 -71 -71 -71 
HDOK	PLOK	17472	34	34	-75	9	11	2	33	-82 -73 -76 -73 -74 -73 -76 -74 -81 -73 -73 -74 -75 -74 -74 -74 -75 -75 -77 -74 -74 -75 -74 -82 -73 -73 -74 -75 -75 -73 -75 -82 -73 
HDOK	PLOK	17472	35	35	-74	10	11	2	33	-72 -72 -76 -72 -72 -72 -75 -71 -82 -71 -71 -72 -73 -72 -72 -72 -73 -74 -74 -72 -71 -73 -72 -81 -71 -71 -71 -72 -74 -71 -71 -72 -71 
HDOK	PLOK	17472	36	36	-73	10	11	2	33	-79 -70 -72 -70 -71 -70 -72 -69 -73 -70 -70 -71 -71 -70 -71 -71 -71 -73 -79 -71 -70 -71 -70 -79 -70 -70 -70 -72 -72 -70 -70 -75 -70 
HDOK	PLOK	17472	37	37	-74	10	11	2	33	-71 -71 -73 -71 -71 -71 -74 -71 -82 -70 -71 -71 -73 -71 -71 -71 -72 -72 -72 -71 -71 -71 -71 -81 -71 -71 -71 -74 -71 -71 -71 -70 -71 
HDOK	PLOK	17472	38	38	-73	10	11	2	33	-79 -71 -72 -71 -77 -71 -72 -71 -71 -71 -71 -73 -71 -71 -71 -72 -71 -74 -75 -71 -71 -73 -70 -77 -71 -71 -71 -71 -71 -71 -71 -71 -70 
HDOK	PLOK	17472	39	39	-74	10	11	2	33	-70 -70 -73 -70 -70 -69 -73 -69 -82 -70 -70 -71 -73 -70 -70 -70 -71 -71 -72 -71 -70 -71 -70 -79 -70 -70 -70 -71 -72 -70 -71 -70 -74 
HDOK	PLOK	17472	40	40	-73	10	11	2	33	-79 -70 -72 -70 -71 -70 -72 -70 -74 -70 -70 -71 -71 -71 -71 -71 -71 -72 -80 -71 -70 -71 -70 -77 -70 -70 -70 -72 -71 -70 -71 -69 -70 
HDOK	PLOK	17472	41	41	-73	10	11	2	33	-70 -70 -71 -70 -73 -70 -72 -70 -71 -70 -70 -72 -70 -71 -71 -71 -71 -74 -83 -71 -70 -72 -70 -77 -70 -70 -70 -72 -71 -70 -71 -76 -70 
HDOK	PLOK	17472	42	42	-74	10	11	2	33	-79 -70 -73 -70 -70 -70 -74 -70 -79 -71 -70 -71 -73 -71 -70 -70 -71 -71 -71 -71 -70 -71 -70 -79 -70 -70 -71 -71 -73 -71 -70 -70 -70 
HDOK	PLOK	17472	43	43	-73	10	11	2	33	-71 -71 -71 -70 -81 -71 -72 -70 -71 -71 -71 -73 -71 -71 -71 -71 -71 -75 -73 -71 -71 -73 -71 -76 -71 -71 -71 -71 -71 -71 -71 -71 -74 
HDOK	PLOK	17472	44	44	-74	11	11	2	33	-81 -71 -74 -71 -71 -71 -74 -71 -82 -70 -71 -71 -73 -71 -71 -71 -71 -73 -71 -71 -71 -71 -71 -81 -71 -71 -71 -73 -73 -71 -71 -75 -71 
HDOK	PLOK	17472	45	45	-73	10	11	2	33	-70 -70 -74 -70 -71 -70 -73 -70 -85 -70 -70 -71 -71 -71 -71 -71 -71 -72 -75 -71 -71 -71 -71 -79 -71 -70 -71 -73 -71 -70 -70 -71 -70 
HDOK	PLOK	17472	46	46	-73	10	11	2	33	-79 -71 -74 -71 -71 -71 -74 -71 -82 -71 -71 -71 -74 -71 -71 -71 -72 -72 -71 -71 -70 -71 -71 -79 -71 -70 -71 -72 -72 -71 -71 -71 -71 
HDOK	PLOK	17472	47	47	-74	10	11	2	33	-71 -71 -72 -71 -75 -70 -72 -71 -71 -71 -71 -72 -71 -70 -71 -71 -71 -73 -83 -71 -71 -72 -71 -79 -70 -71 -70 -71 -73 -71 -71 -70 -71 
HDOK	PLOK	17472	48	48	-74	10	11	2	33	-79 -71 -73 -71 -77 -70 -72 -71 -71 -71 -71 -72 -71 -71 -71 -71 -71 -74 -79 -71 -71 -72 -71 -77 -71 -70 -71 -72 -71 -71 -71 -71 -71 
HDOK	PLOK	17472	49	49	-73	10	11	2	33	-71 -71 -74 -70 -71 -71 -73 -71 -79 -71 -71 -71 -72 -71 -71 -71 -71 -72 -72 -71 -70 -71 -71 -79 -71 -70 -71 -74 -74 -71 -71 -74 -70 
HDOK	PLOK	17472	50	50	-75	10	11	2	33	-81 -71 -74 -71 -71 -71 -74 -71 -83 -71 -70 -71 -72 -71 -71 -71 -71 -72 -72 -71 -71 -71 -71 -81 -71 -71 -71 -71 -73 -71 -71 -71 -72 
