==========Continuous Reception Mode Start==========
HDOK	PLOK	17472	12	11	-130	-13	10	2	29	-117 -118 -119 -118 -118 -118 -119 -118 -118 -121 -119 -117 -118 -118 -118 -118 -118 -118 -118 -118 -119 -119 -118 -119 -118 -118 -121 -119 -118 
HDOK	PLOK	17472	13	12	-132	-14	10	2	29	-118 -118 -118 -119 -119 -118 -119 -119 -119 -121 -119 -119 -119 -119 -119 -119 -119 -118 -118 -118 -117 -119 -121 -119 -119 -118 -119 -118 -118 
HDOK	PLOK	17472	14	13	-124	-8	10	2	29	-118 -118 -115 -117 -118 -118 -118 -119 -116 -117 -118 -118 -116 -118 -117 -119 -119 -118 -118 -117 -118 -117 -118 -117 -118 -118 -118 -118 -118 
HDOK	PLOK	17472	15	14	-122	-6	10	2	29	-119 -117 -117 -118 -118 -117 -117 -119 -118 -117 -118 -119 -116 -116 -117 -118 -118 -115 -118 -117 -117 -116 -118 -119 -117 -117 -118 -118 -117 
HDOK	PLOK	17472	16	15	-122	-6	10	2	29	-117 -118 -118 -118 -119 -118 -119 -117 -117 -116 -118 -118 -117 -118 -116 -118 -117 -118 -117 -119 -118 -118 -118 -117 -119 -116 -117 -118 -117 
HDOK	PLOK	17472	17	16	-125	-8	10	2	29	-117 -118 -116 -117 -118 -118 -117 -117 -118 -118 -117 -118 -117 -118 -118 -117 -118 -119 -119 -119 -116 -119 -118 -118 -118 -117 -117 -117 -119 
HDOK	PLOK	17472	18	17	-131	-14	10	2	29	-117 -118 -119 -118 -119 -118 -118 -117 -119 -118 -121 -117 -117 -117 -119 -117 -121 -118 -119 -117 -118 -117 -118 -118 -119 -121 -118 -118 -118 
HDOK	PLOK	17472	19	18	-133	-15	10	2	29	-116 -119 -119 -118 -118 -118 -117 -117 -121 -119 -119 -118 -118 -116 -119 -119 -118 -118 -118 -121 -118 -118 -118 -119 -117 -117 -118 -119 -118 
HDOK	PLOK	17472	20	19	-119	-3	10	2	29	-118 -115 -115 -116 -117 -117 -117 -117 -118 -118 -118 -118 -115 -117 -115 -117 -119 -117 -117 -117 -118 -116 -116 -116 -118 -118 -116 -118 -117 
HDOK	PLFL	17472	21	19	-126	-9	10	2	29	-119 -118 -119 -118 -121 -117 -117 -121 -118 -118 -118 -118 -119 -119 -118 -116 -121 -118 -118 -119 -116 -117 -119 -117 -118 -119 -118 -117 -116 
HDOK	PLFL	17472	22	19	-136	-18	10	2	29	-117 -119 -119 -119 -121 -118 -118 -117 -121 -118 -119 -119 -119 -117 -118 -119 -119 -118 -119 -118 -118 -118 -118 -118 -117 -118 -119 -119 -119 
HDOK	PLOK	17472	23	20	-129	-12	10	2	29	-121 -118 -117 -118 -121 -116 -119 -118 -118 -118 -118 -118 -119 -118 -118 -119 -118 -119 -119 -118 -117 -119 -118 -118 -118 -118 -119 -119 -118 
HDOK	PLOK	17472	24	21	-127	-10	10	2	29	-117 -118 -117 -119 -119 -119 -119 -118 -119 -121 -121 -119 -119 -118 -118 -118 -118 -118 -117 -117 -118 -119 -118 -118 -118 -119 -117 -119 -117 
HDOK	PLOK	17472	25	22	-123	-6	10	2	29	-116 -117 -117 -118 -121 -117 -119 -119 -118 -117 -118 -119 -118 -117 -118 -118 -119 -119 -118 -117 -117 -118 -118 -119 -117 -117 -117 -117 -119 
HDOK	PLOK	17472	26	23	-123	-7	10	2	29	-116 -117 -117 -118 -119 -117 -117 -115 -117 -101 -119 -116 -116 -117 -117 -118 -117 -118 -115 -117 -118 -116 -116 -117 -118 -119 -117 -118 -119 
HDOK	PLOK	17472	27	24	-118	-3	10	2	29	-116 -116 -115 -116 -118 -115 -116 -116 -117 -118 -118 -116 -117 -120 -118 -117 -117 -119 -118 -115 -116 -117 -119 -118 -117 -118 -117 -118 -116 
HDOK	PLOK	17472	28	25	-114	-1	10	2	29	-117 -114 -117 -117 -116 -117 -117 -116 -115 -115 -118 -116 -114 -116 -115 -116 -116 -118 -113 -117 -115 -116 -116 -115 -115 -116 -115 -113 -118 
HDOK	PLOK	17472	29	26	-117	-2	10	2	29	-117 -116 -117 -117 -118 -117 -116 -115 -117 -117 -117 -117 -117 -117 -117 -117 -115 -117 -115 -116 -116 -116 -115 -116 -117 -117 -116 -115 -117 
HDOK	PLOK	17472	30	27	-112	2	10	2	29	-115 -113 -112 -112 -116 -112 -113 -112 -111 -111 -111 -111 -113 -112 -111 -112 -116 -117 -111 -111 -112 -111 -113 -113 -111 -114 -113 -113 -112 
HDOK	PLOK	17472	31	28	-121	-5	10	2	29	-117 -118 -117 -118 -118 -119 -118 -119 -121 -117 -118 -117 -116 -117 -119 -119 -118 -119 -117 -118 -117 -118 -117 -117 -117 -116 -118 -116 -118 
HDOK	PLOK	17472	32	29	-120	-4	10	2	29	-117 -117 -117 -117 -118 -117 -118 -118 -117 -115 -114 -117 -116 -116 -115 -117 -117 -117 -116 -118 -118 -115 -118 -118 -116 -118 -115 -118 -117 
HDOK	PLOK	17472	33	30	-116	-1	10	2	29	-117 -115 -116 -115 -119 -115 -115 -115 -116 -117 -116 -114 -114 -115 -116 -115 -117 -117 -115 -116 -114 -116 -116 -115 -116 -117 -117 -115 -116 
HDOK	PLOK	17472	34	31	-128	-11	10	2	29	-116 -114 -117 -117 -117 -118 -118 -119 -118 -117 -119 -118 -118 -119 -118 -118 -118 -117 -116 -117 -119 -118 -118 -117 -118 -119 -119 -117 -118 
HDOK	PLOK	17472	35	32	-119	-3	10	2	29	-117 -117 -116 -118 -118 -118 -116 -117 -117 -116 -118 -118 -116 -116 -116 -117 -117 -117 -117 -116 -117 -118 -118 -117 -117 -118 -118 -117 -117 
HDOK	PLOK	17472	36	33	-125	-8	10	2	29	-118 -117 -118 -119 -119 -117 -118 -118 -119 -118 -118 -118 -118 -118 -118 -117 -119 -118 -119 -118 -118 -118 -119 -118 -118 -118 -118 -118 -119 
HDOK	PLOK	17472	37	34	-120	-4	10	2	29	-113 -118 -116 -117 -118 -118 -117 -117 -115 -117 -117 -117 -116 -118 -117 -116 -118 -119 -117 -118 -117 -118 -119 -115 -117 -119 -118 -117 -118 
HDOK	PLOK	17472	38	35	-121	-5	10	2	29	-118 -117 -117 -118 -121 -117 -117 -116 -117 -118 -118 -117 -119 -119 -119 -117 -117 -118 -117 -117 -116 -118 -118 -118 -118 -119 -119 -117 -117 
HDOK	PLOK	17472	39	36	-121	-5	10	2	29	-118 -116 -116 -118 -118 -117 -116 -116 -117 -117 -117 -118 -117 -117 -117 -116 -118 -118 -117 -119 -116 -115 -118 -117 -117 -118 -118 -115 -118 
HDOK	PLOK	17472	40	37	-121	-5	10	2	29	-117 -116 -117 -115 -118 -118 -118 -117 -116 -117 -117 -119 -118 -117 -118 -119 -118 -118 -115 -117 -117 -117 -117 -118 -118 -119 -119 -116 -117 
HDOK	PLOK	17472	41	38	-129	-12	10	2	29	-118 -118 -118 -116 -118 -118 -117 -117 -118 -117 -117 -118 -117 -117 -117 -116 -119 -119 -118 -116 -117 -117 -119 -117 -118 -117 -117 -119 -119 
HDOK	PLOK	17472	42	39	-121	-5	10	2	29	-116 -118 -118 -119 -118 -118 -119 -117 -118 -117 -116 -118 -118 -118 -117 -119 -118 -118 -116 -118 -117 -118 -117 -113 -119 -119 -116 -118 -119 
HDOK	PLOK	17472	43	40	-121	-5	10	2	29	-118 -116 -117 -118 -118 -116 -117 -115 -117 -116 -117 -117 -117 -117 -118 -119 -118 -118 -118 -117 -118 -118 -118 -117 -118 -117 -118 -118 -118 
HDOK	PLOK	17472	44	41	-120	-4	10	2	29	-119 -119 -118 -116 -118 -115 -116 -117 -116 -117 -118 -117 -118 -117 -117 -118 -117 -119 -116 -117 -117 -117 -119 -117 -118 -118 -116 -117 -116 
HDOK	PLOK	17472	45	42	-119	-3	10	2	29	-116 -119 -117 -116 -118 -117 -117 -117 -117 -117 -117 -119 -118 -116 -117 -115 -117 -118 -115 -118 -117 -116 -119 -116 -118 -117 -118 -116 -118 
HDOK	PLOK	17472	46	43	-130	-13	10	2	29	-118 -118 -119 -119 -119 -119 -119 -119 -118 -119 -118 -119 -119 -118 -117 -118 -121 -118 -119 -118 -119 -118 -119 -118 -119 -119 -118 -121 -117 
HDOK	PLOK	17472	47	44	-128	-11	10	2	29	-117 -118 -118 -118 -121 -119 -119 -118 -119 -119 -119 -119 -117 -118 -118 -117 -118 -118 -119 -121 -118 -119 -118 -118 -119 -118 -119 -119 -119 
HDOK	PLOK	17472	48	45	-133	-15	10	2	29	-116 -119 -117 -119 -118 -118 -119 -118 -117 -119 -118 -118 -119 -119 -119 -119 -119 -118 -117 -117 -117 -118 -118 -118 -119 -121 -119 -121 -119 
HDOK	PLOK	17472	49	46	-131	-13	10	2	29	-118 -118 -118 -118 -119 -118 -119 -119 -119 -119 -118 -119 -118 -117 -119 -121 -117 -119 -119 -118 -118 -119 -118 -118 -118 -119 -118 -119 -118 
HDOK	PLOK	17472	50	47	-128	-11	10	2	29	-118 -115 -118 -118 -119 -119 -121 -118 -119 -119 -118 -119 -118 -119 -118 -119 -119 -121 -116 -117 -118 -117 -119 -116 -118 -109 -119 -118 -117 
HDOK	PLOK	17472	51	48	-119	-4	10	2	29	-117 -116 -117 -117 -119 -118 -118 -116 -118 -116 -118 -118 -118 -116 -119 -118 -109 -117 -117 -118 -118 -117 -119 -117 -118 -119 -118 -118 -118 
